TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
29851,form,varwhe2,Variable Wheatear (Blyth's),Oenanthe picata picata
29852,form,varwhe3,Variable Wheatear (Gould's),Oenanthe picata capistrata
29853,form,varwhe4,Variable Wheatear (Strickland's),Oenanthe picata opistholeuca
29854,species,blawhe1,Black Wheatear,Oenanthe leucura
29857,species,humwhe2,Hume's Wheatear,Oenanthe albonigra
29858,species,whtwhe1,White-crowned Wheatear,Oenanthe leucopyga
29862,species,mouwhe5,Arabian Wheatear,Oenanthe lugentoides
29865,species,mouwhe4,Abyssinian Wheatear,Oenanthe lugubris
29869,species,finwhe1,Finsch's Wheatear,Oenanthe finschii
29872,species,mouwhe2,Mourning Wheatear,Oenanthe lugens
29873,issf,mouwhe3,Mourning Wheatear (Mourning),Oenanthe lugens lugens/persica
29876,issf,mouwhe6,Mourning Wheatear (Maghreb),Oenanthe lugens halophila
29877,issf,mouwhe7,Mourning Wheatear (Basalt),Oenanthe lugens warriae
29878,slash,y01287,Arabian/Mourning Wheatear,Oenanthe lugentoides/lugens
29879,species,retwhe3,Kurdish Wheatear,Oenanthe xanthoprymna
29880,species,retwhe2,Persian Wheatear,Oenanthe chrysopygia
29881,slash,retwhe1,Kurdish/Persian Wheatear (Red-tailed Wheatear),Oenanthe xanthoprymna/chrysopygia
29882,spuh,wheate1,wheatear sp.,Oenanthe sp.
29883,spuh,muscic2,muscicapid sp.,Muscicapidae sp.
29885,species,bohwax,Bohemian Waxwing,Bombycilla garrulus
29888,species,cedwax,Cedar Waxwing,Bombycilla cedrorum
29889,hybrid,x01246,Bohemian x Cedar Waxwing (hybrid),Bombycilla garrulus x cedrorum
29890,slash,waxwin,Bohemian/Cedar Waxwing,Bombycilla garrulus/cedrorum
29891,species,japwax1,Japanese Waxwing,Bombycilla japonica
29892,slash,y00428,Bohemian/Japanese Waxwing,Bombycilla garrulus/japonica
29894,species,kauoo,Kauai Oo,Moho braccatus
29895,species,oahoo,Oahu Oo,Moho apicalis
29896,species,bisoo,Bishop's Oo,Moho bishopi
29897,species,hawoo,Hawaii Oo,Moho nobilis
29898,species,kioea,Kioea,Chaetoptila angustipluma
29900,species,bayfly1,Black-and-yellow Silky-flycatcher,Phainoptila melanoxantha
29903,species,grsfly1,Gray Silky-flycatcher,Ptiliogonys cinereus
29908,species,ltsfly1,Long-tailed Silky-flycatcher,Ptiliogonys caudatus
29909,species,phaino,Phainopepla,Phainopepla nitens
29913,species,palmch1,Palmchat,Dulus dominicus
29915,species,olfwhi1,Hylocitrea,Hylocitrea bonensis
29916,issf,hyloci1,Hylocitrea (Northern),Hylocitrea bonensis bonensis
29917,issf,hyloci2,Hylocitrea (Southern),Hylocitrea bonensis bonthaina
29919,species,hypoco1,Hypocolius,Hypocolius ampelinus
29921,species,gursug1,Gurney's Sugarbird,Promerops gurneyi
29924,species,capsug1,Cape Sugarbird,Promerops cafer
29926,species,spothr1,Spot-throat,Modulatrix stictigula
29929,species,dapthr1,Dapple-throat,Arcanator orostruthus
29933,species,gycill1,Gray-chested Babbler,Kakamega poliothorax
29935,species,yebflo2,Yellow-breasted Flowerpecker,Prionochilus maculatus
29940,species,crbflo1,Crimson-breasted Flowerpecker,Prionochilus percussus
29944,species,palflo1,Palawan Flowerpecker,Prionochilus plateni
29947,species,yerflo1,Yellow-rumped Flowerpecker,Prionochilus xanthopygius
29948,species,scbflo2,Scarlet-breasted Flowerpecker,Prionochilus thoracicus
29949,spuh,priono1,Prionochilus sp.,Prionochilus sp.
29950,species,olbflo1,Olive-backed Flowerpecker,Pachyglossa olivacea
29951,issf,olbflo2,Olive-backed Flowerpecker (Luzon),Pachyglossa olivacea parsonsi
29952,issf,olbflo5,Olive-backed Flowerpecker (Mindanao),Pachyglossa olivacea olivacea/samarensis
29955,species,thbflo1,Thick-billed Flowerpecker,Pachyglossa agilis
29956,issf,thbflo2,Thick-billed Flowerpecker (Indian),Pachyglossa agilis agilis/zeylonica
29959,issf,thbflo4,Thick-billed Flowerpecker (obsoleta Group),Pachyglossa agilis [obsoleta Group]
29966,issf,thbflo3,Thick-billed Flowerpecker (Striped),Pachyglossa agilis [aeruginosa Group]
29970,species,brbflo1,Brown-backed Flowerpecker,Pachyglossa everetti
29973,species,whiflo1,Whiskered Flowerpecker,Pachyglossa propria
29974,species,yevflo1,Yellow-vented Flowerpecker,Pachyglossa chrysorrhea
29977,species,yebflo1,Yellow-bellied Flowerpecker,Pachyglossa melanozantha
29978,species,whtflo1,White-throated Flowerpecker,Pachyglossa vincens
29979,species,speflo1,Spectacled Flowerpecker,Dicaeum dayakorum
29980,species,gorflo1,Golden-rumped Flowerpecker,Dicaeum annae
29983,species,yesflo1,Yellow-sided Flowerpecker,Dicaeum aureolimbatum
29986,species,olcflo1,Olive-capped Flowerpecker,Dicaeum nigrilore
29989,species,flcflo2,Yellow-crowned Flowerpecker,Dicaeum anthonyi
29990,species,flcflo3,Flame-crowned Flowerpecker,Dicaeum kampalili
29993,species,bicflo1,Bicolored Flowerpecker,Dicaeum bicolor
29997,species,cebflo1,Cebu Flowerpecker,Dicaeum quadricolor
29998,species,resflo1,Red-keeled Flowerpecker,Dicaeum australe
29999,species,rekflo1,Black-belted Flowerpecker,Dicaeum haematostictum
30000,species,sccflo1,Scarlet-collared Flowerpecker,Dicaeum retrocinctum
30001,species,orbflo1,Orange-bellied Flowerpecker,Dicaeum trigonostigma
30002,issf,orbflo21,Orange-bellied Flowerpecker (Orange-bellied),Dicaeum trigonostigma [trigonostigma Group]
30010,issf,orbflo22,Orange-bellied Flowerpecker (Orange-breasted),Dicaeum trigonostigma xanthopygium/dorsale
30013,issf,orbflo23,Orange-bellied Flowerpecker (Sibuyan),Dicaeum trigonostigma [sibuyanicum Group]
30017,issf,orbflo20,Orange-bellied Flowerpecker (Gray-throated),Dicaeum trigonostigma [cinereigulare Group]
30022,issf,orbflo24,Orange-bellied Flowerpecker (Sulu),Dicaeum trigonostigma sibutuense/assimile
30025,species,whbflo1,Buzzing Flowerpecker,Dicaeum hypoleucum
30026,issf,whbflo7,Buzzing Flowerpecker (obscurum/cagayanense),Dicaeum hypoleucum obscurum/cagayanense
30029,issf,whbflo4,Buzzing Flowerpecker (pontifex),Dicaeum hypoleucum pontifex
30030,issf,whbflo8,Buzzing Flowerpecker (hypoleucum/mindanense),Dicaeum hypoleucum hypoleucum/mindanense
30033,species,pabflo1,Pale-billed Flowerpecker,Dicaeum erythrorhynchos
30036,slash,y00826,Thick-billed/Pale-billed Flowerpecker,Pachyglossa agilis/Dicaeum erythrorhynchos
30037,species,plaflo1,Nilgiri Flowerpecker,Dicaeum concolor
30038,slash,y01106,Pale-billed/Nilgiri Flowerpecker,Dicaeum erythrorhynchos/concolor
30039,species,plaflo2,Plain Flowerpecker,Dicaeum minullum
30045,species,andflo1,Andaman Flowerpecker,Dicaeum virescens
30046,species,pygflo1,Pygmy Flowerpecker,Dicaeum pygmaeum
30047,issf,pygflo2,Pygmy Flowerpecker (Fuga),Dicaeum pygmaeum fugaense
30048,issf,pygflo7,Pygmy Flowerpecker (Luzon),Dicaeum pygmaeum pygmaeum/salomonseni
30051,issf,pygflo6,Pygmy Flowerpecker (Palawan),Dicaeum pygmaeum palawanorum
30052,issf,pygflo5,Pygmy Flowerpecker (Mindanao),Dicaeum pygmaeum davao
30053,species,crcflo1,Crimson-crowned Flowerpecker,Dicaeum nehrkorni
30054,species,flbflo3,Halmahera Flowerpecker,Dicaeum schistaceiceps
30055,species,flbflo2,Buru Flowerpecker,Dicaeum erythrothorax
30056,species,ashflo1,Ashy Flowerpecker,Dicaeum vulneratum
30057,species,olcflo2,Olive-crowned Flowerpecker,Dicaeum pectorale
30060,species,recflo1,Red-capped Flowerpecker,Dicaeum geelvinkianum
30070,species,louflo1,Louisiade Flowerpecker,Dicaeum nitidum
30073,species,rebflo1,Red-banded Flowerpecker,Dicaeum eximium
30074,issf,rebflo2,Red-banded Flowerpecker (New Britain),Dicaeum eximium layardorum
30075,issf,rebflo3,Red-banded Flowerpecker (New Ireland),Dicaeum eximium eximium
30076,issf,rebflo4,Red-banded Flowerpecker (Dyaul),Dicaeum eximium phaeopygium
30077,species,midflo1,Midget Flowerpecker,Dicaeum aeneum
30081,species,motflo1,Mottled Flowerpecker,Dicaeum tristrami
30082,species,blfflo1,Black-fronted Flowerpecker,Dicaeum igniferum
30085,species,recflo2,Red-chested Flowerpecker,Dicaeum maugei
30090,species,fibflo1,Fire-breasted Flowerpecker,Dicaeum ignipectus
30091,issf,fibflo12,Fire-breasted Flowerpecker (Fire-breasted),Dicaeum ignipectus ignipectus/dolichorhynchum
30094,issf,fibflo8,Fire-breasted Flowerpecker (Taiwan),Dicaeum ignipectus formosum
30095,species,fibflo3,Cambodian Flowerpecker,Dicaeum cambodianum
30096,species,fibflo4,Fire-throated Flowerpecker,Dicaeum luzoniense
30100,species,fibflo5,Sumatran Flowerpecker,Dicaeum beccarii
30101,species,blsflo1,Black-sided Flowerpecker,Dicaeum monticolum
30102,form,merflo2,Meratus Flowerpecker (undescribed form),Dicaeum [undescribed Meratus form]
30103,species,gysflo1,Gray-sided Flowerpecker,Dicaeum celebicum
30104,issf,gysflo2,Gray-sided Flowerpecker (Gray-sided),Dicaeum celebicum [celebicum Group]
30109,issf,gysflo3,Gray-sided Flowerpecker (Wakatobi),Dicaeum celebicum kuehni
30110,species,blbflo5,Javan Flowerpecker,Dicaeum sanguinolentum
30111,species,blbflo6,Flores Flowerpecker,Dicaeum rhodopygiale
30112,species,blbflo3,Sumba Flowerpecker,Dicaeum wilhelminae
30113,species,blbflo4,Timor Flowerpecker,Dicaeum hanieli
30114,species,pibflo1,Pink-breasted Flowerpecker,Dicaeum keiense
30117,species,mistle1,Mistletoebird,Dicaeum hirundinaceum
30118,issf,mistle7,Mistletoebird (Australian),Dicaeum hirundinaceum hirundinaceum
30119,issf,mistle3,Mistletoebird (Aru),Dicaeum hirundinaceum ignicolle
30120,species,scbflo1,Scarlet-backed Flowerpecker,Dicaeum cruentatum
30128,species,schflo1,Scarlet-headed Flowerpecker,Dicaeum trochileum
30131,spuh,dicaeu1,Pachyglossa/Dicaeum sp.,Pachyglossa/Dicaeum sp.
30132,spuh,flower2,flowerpecker sp.,Dicaeidae sp.
30134,species,rucsun2,Ruby-cheeked Sunbird,Chalcoparia singalensis
30146,species,sctsun2,Fraser's Sunbird,Deleornis fraseri
30150,species,gyhsun1,Gray-headed Sunbird,Deleornis axillaris
30151,species,plbsun1,Plain-backed Sunbird,Anthreptes reichenowi
30154,species,ancsun1,Anchieta's Sunbird,Anthreptes anchietae
30155,species,plasun1,Plain Sunbird,Anthreptes simplex
30156,species,pltsun2,Brown-throated Sunbird,Anthreptes malacensis
30172,species,pltsun3,Gray-throated Sunbird,Anthreptes griseigularis
30175,slash,pltsun1,Brown-throated/Gray-throated Sunbird,Anthreptes malacensis/griseigularis
30176,species,retsun3,Red-throated Sunbird,Anthreptes rhodolaemus
30177,slash,y01353,Brown-throated/Red-throated Sunbird,Anthreptes malacensis/rhodolaemus
30178,species,mobsun1,Mouse-brown Sunbird,Anthreptes gabonicus
30179,species,wvbsun1,Western Violet-backed Sunbird,Anthreptes longuemarei
30180,issf,wvbsun3,Western Violet-backed Sunbird (Northern),Anthreptes longuemarei longuemarei/haussarum
30183,issf,wvbsun2,Western Violet-backed Sunbird (Southern),Anthreptes longuemarei angolensis/nyassae
30186,species,kvbsun1,Eastern Violet-backed Sunbird,Anthreptes orientalis
30187,species,uvbsun1,Uluguru Violet-backed Sunbird,Anthreptes neglectus
30188,species,vitsun1,Violet-tailed Sunbird,Anthreptes aurantius
30189,species,ligsun2,Little Green Sunbird,Anthreptes seimundi
30193,species,grnsun1,Yellow-chinned Sunbird,Anthreptes rectirostris
30194,species,grnsun2,Gray-chinned Sunbird,Anthreptes tephrolaemus
30195,species,bansun1,Banded Sunbird,Anthreptes rubritorques
30196,form,mafsun1,Mafwemiro Sunbird (undescribed form),Anthreptes [undescribed form]
30197,species,colsun2,Collared Sunbird,Hedydipna collaris
30207,species,pygsun2,Pygmy Sunbird,Hedydipna platura
30208,species,nivsun2,Nile Valley Sunbird,Hedydipna metallica
30209,species,amasun2,Amani Sunbird,Hedydipna pallidigaster
30210,species,reisun2,Reichenbach's Sunbird,Anabathmis reichenbachii
30211,species,prisun2,Principe Sunbird,Anabathmis hartlaubii
30212,species,newsun2,Newton's Sunbird,Anabathmis newtonii
30213,species,satsun1,Sao Tome Sunbird,Dreptes thomensis
30214,species,orbsun2,Orange-breasted Sunbird,Anthobaphes violacea
30215,species,gnhsun1,Green-headed Sunbird,Cyanomitra verticalis
30216,issf,gnhsun3,Green-headed Sunbird (Green-headed),Cyanomitra verticalis verticalis/viridisplendens
30219,issf,gnhsun2,Green-headed Sunbird (Blue-headed),Cyanomitra verticalis cyanocephala/bohndorffi
30222,species,bansun3,Bannerman's Sunbird,Cyanomitra bannermani
30223,species,btbsun2,Blue-throated Brown Sunbird,Cyanomitra cyanolaema
30227,species,camsun2,Cameroon Sunbird,Cyanomitra oritis
30228,issf,camsun4,Cameroon Sunbird (Green-headed),Cyanomitra oritis bansoensis
30229,issf,camsun5,Cameroon Sunbird (Bioko),Cyanomitra oritis poensis
30230,issf,camsun3,Cameroon Sunbird (Blue-headed),Cyanomitra oritis oritis
30231,species,buhsun1,Blue-headed Sunbird,Cyanomitra alinae
30237,species,eaosun1,Olive Sunbird,Cyanomitra olivacea
30249,species,mocsun2,Mouse-colored Sunbird,Cyanomitra veroxii
30253,species,butsun2,Buff-throated Sunbird,Chalcomitra adelberti
30256,species,carsun2,Carmelite Sunbird,Chalcomitra fuliginosa
30259,species,gntsun1,Green-throated Sunbird,Chalcomitra rubescens
30263,species,amesun2,Amethyst Sunbird,Chalcomitra amethystina
30267,species,sccsun2,Scarlet-chested Sunbird,Chalcomitra senegalensis
30273,species,hunsun2,Hunter's Sunbird,Chalcomitra hunteri
30276,species,socsun2,Socotra Sunbird,Chalcomitra balfouri
30277,species,pursun3,Purple-rumped Sunbird,Leptocoma zeylonica
30280,species,crbsun2,Crimson-backed Sunbird,Leptocoma minima
30281,slash,y01333,Purple-rumped Sunbird/Crimson-backed Sunbird,Leptocoma zeylonica/minima
30282,species,vahsun1,Van Hasselt's Sunbird,Leptocoma brasiliana
30289,species,putsun3,Purple-throated Sunbird,Leptocoma sperata
30290,issf,putsun5,Purple-throated Sunbird (Purple-throated),Leptocoma sperata [sperata Group]
30294,issf,putsun6,Purple-throated Sunbird (Orange-lined),Leptocoma sperata juliae
30295,species,blksun1,Black Sunbird,Leptocoma aspasia
30296,issf,blksun29,Black Sunbird (Sangihe),Leptocoma aspasia talautensis/sangirensis
30299,issf,blksun4,Black Sunbird (North Sulawesi),Leptocoma aspasia grayi
30300,issf,blksun5,Black Sunbird (South Sulawesi),Leptocoma aspasia porphyrolaema
30301,form,blksun26,Black Sunbird (Menui),Leptocoma aspasia [undescribed form]
30302,issf,blksun27,Black Sunbird (Moluccan),Leptocoma aspasia [aspasioides Group]
30307,issf,blksun10,Black Sunbird (Kai),Leptocoma aspasia chlorolaema
30308,issf,blksun28,Black Sunbird (Papuan),Leptocoma aspasia [aspasia Group]
30320,issf,blksun25,Black Sunbird (Bismarck),Leptocoma aspasia [corinna Group]
30324,species,cotsun2,Copper-throated Sunbird,Leptocoma calcostetha
30325,species,bocsun2,Bocage's Sunbird,Nectarinia bocagii
30326,species,pubsun3,Purple-breasted Sunbird,Nectarinia purpureiventris
30327,species,tacsun1,Tacazze Sunbird,Nectarinia tacazze
30330,species,brosun1,Bronze Sunbird,Nectarinia kilimensis
30334,species,malsun1,Malachite Sunbird,Nectarinia famosa
30337,species,retsun2,Red-tufted Sunbird,Nectarinia johnstoni
30342,species,gowsun2,Golden-winged Sunbird,Drepanorhynchus reichenowi
30346,species,olbsun3,Olive-bellied Sunbird,Cinnyris chloropygius
30351,species,tinsun2,Tiny Sunbird,Cinnyris minullus
30352,species,miosun2,Western Miombo Sunbird,Cinnyris gertrudis
30353,species,miosun3,Eastern Miombo Sunbird,Cinnyris manoensis
30356,slash,miosun1,Western/Eastern Miombo Sunbird,Cinnyris gertrudis/manoensis
30357,species,sdcsun3,Southern Double-collared Sunbird,Cinnyris chalybeus
30361,species,neesun2,Neergaard's Sunbird,Cinnyris neergaardi
30362,species,stusun1,Stuhlmann's Sunbird,Cinnyris stuhlmanni
30367,species,prisun3,Prigogine's Sunbird,Cinnyris prigoginei
30368,species,mdcsun3,Montane Double-collared Sunbird,Cinnyris ludovicensis
30369,issf,mdcsun1,Montane Double-collared Sunbird (Western),Cinnyris ludovicensis ludovicensis
30370,issf,mdcsun2,Montane Double-collared Sunbird (Eastern),Cinnyris ludovicensis whytei/skye
30373,species,ndcsun2,Northern Double-collared Sunbird,Cinnyris reichenowi
30374,issf,ndcsun1,Northern Double-collared Sunbird (Western),Cinnyris reichenowi preussi
30375,issf,ndcsun3,Northern Double-collared Sunbird (Eastern),Cinnyris reichenowi reichenowi
30376,species,gdcsun2,Greater Double-collared Sunbird,Cinnyris afer
30379,species,regsun2,Regal Sunbird,Cinnyris regius
30382,species,rocsun2,Rockefeller's Sunbird,Cinnyris rockefelleri
30383,species,edcsun3,Eastern Double-collared Sunbird,Cinnyris mediocris
30384,species,edcsun4,Usambara Double-collared Sunbird,Cinnyris usambaricus
30385,species,edcsun1,Forest Double-collared Sunbird,Cinnyris fuelleborni
30388,species,morsun2,Moreau's Sunbird,Cinnyris moreaui
30389,species,lovsun3,Loveridge's Sunbird,Cinnyris loveridgei
30390,species,beasun2,Beautiful Sunbird,Cinnyris pulchellus
30391,species,beasun3,Gorgeous Sunbird,Cinnyris melanogastrus
30392,hybrid,x01200,Beautiful x Gorgeous Sunbird (hybrid),Cinnyris pulchellus x melanogastrus
30393,species,marsun2,Marico Sunbird,Cinnyris mariquensis
30397,species,shesun2,Shelley's Sunbird,Cinnyris shelleyi
30398,issf,shesun3,Shelley's Sunbird (Shelley's),Cinnyris shelleyi shelleyi
30399,issf,shesun1,Shelley's Sunbird (Hofmann's),Cinnyris shelleyi hofmanni
30400,species,consun2,Congo Sunbird,Cinnyris congensis
30401,species,recsun2,Red-chested Sunbird,Cinnyris erythrocercus
30402,species,bkbsun1,Black-bellied Sunbird,Cinnyris nectarinioides
30405,species,pubsun4,Purple-banded Sunbird,Cinnyris bifasciatus
30408,species,tsasun1,Tsavo Sunbird,Cinnyris tsavoensis
30409,species,vibsun2,Violet-breasted Sunbird,Cinnyris chalcomelas
30410,species,pemsun2,Pemba Sunbird,Cinnyris pembae
30411,species,ortsun3,Orange-tufted Sunbird,Cinnyris bouvieri
30412,species,palsun2,Palestine Sunbird,Cinnyris osea
30413,issf,palsun1,Palestine Sunbird (Decorse's),Cinnyris osea decorsei
30414,issf,palsun3,Palestine Sunbird (Palestine),Cinnyris osea osea
30415,species,shisun3,Abyssinian Sunbird,Cinnyris habessinicus
30419,species,shisun4,Arabian Sunbird,Cinnyris hellmayri
30422,species,splsun2,Splendid Sunbird,Cinnyris coccinigastrus
30423,species,johsun2,Johanna's Sunbird,Cinnyris johannae
30426,species,supsun2,Superb Sunbird,Cinnyris superbus
30430,species,ruwsun2,Rufous-winged Sunbird,Cinnyris rufipennis
30431,species,oussun2,Oustalet's Sunbird,Cinnyris oustaleti
30432,issf,oussun1,Oustalet's Sunbird (Angola),Cinnyris oustaleti oustaleti
30433,issf,oussun3,Oustalet's Sunbird (Eastern),Cinnyris oustaleti rhodesiae
30434,species,whbsun2,White-bellied Sunbird,Cinnyris talatala
30435,species,varsun2,Variable Sunbird,Cinnyris venustus
30436,issf,varsun1,Variable Sunbird (Yellow-bellied),Cinnyris venustus [venustus Group]
30440,issf,varsun4,Variable Sunbird (Orange-chested),Cinnyris venustus igneiventris
30441,issf,varsun3,Variable Sunbird (White-bellied),Cinnyris venustus albiventris
30442,species,dussun2,Dusky Sunbird,Cinnyris fuscus
30445,species,urssun2,Ursula's Sunbird,Cinnyris ursulae
30446,species,batsun2,Bates's Sunbird,Cinnyris batesi
30447,species,copsun2,Copper Sunbird,Cinnyris cupreus
30450,species,pursun4,Purple Sunbird,Cinnyris asiaticus
